Measurement: #13
Date: 2024-06-12T19:17:57.7850147+01:00
MLIC serial number: 26687
Comments: 
Calibration info: [2024-05-24 17:19:39]
Background compensation applied: yes
Uniformity calibration applied: yes
Snout dimension: n/a
Snout distance: n/a
FieldSize: 10 [cm]
SSD: 230 [cm]
Beam delivery mode: PencilBeamScanning
Sampling time: 10000 [ms]
Number of samples: 1
Measurement mode: SingleShot
Measurement time: (n/a)
Build-up thickness: 0 [cm]
Build-up density: 0 [g/cm^3]
Bragg Peak type: Unknown
Channel count (active): 180
Channel numbers (active): 1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180
Channel numbers (disabled): 

Curves: 1
Curve depth: [mm]
1.256;3.107;4.958;6.809;8.660;10.511;12.362;14.213;16.064;17.915;19.766;21.617;23.468;25.319;27.170;29.021;30.872;32.723;34.574;36.425;38.276;40.127;41.978;43.829;45.680;47.531;49.382;51.233;53.084;54.935;56.786;58.637;60.488;62.339;64.190;66.041;67.892;69.743;71.594;73.445;75.296;77.147;78.998;80.849;82.700;84.551;86.402;88.253;90.104;91.955;93.806;95.657;97.508;99.359;101.210;103.061;104.912;106.763;108.614;110.465;112.316;114.167;116.018;117.869;119.720;121.571;123.422;125.273;127.124;128.975;130.826;132.677;134.528;136.379;138.230;140.081;141.932;143.783;145.634;147.485;149.336;151.187;153.038;154.889;156.740;158.591;160.442;162.293;164.144;165.995;167.846;169.697;171.548;173.399;175.250;177.101;178.952;180.803;182.654;184.505;186.356;188.207;190.058;191.909;193.760;195.611;197.462;199.313;201.164;203.015;204.866;206.717;208.568;210.419;212.270;214.121;215.972;217.823;219.674;221.525;223.376;225.227;227.078;228.929;230.780;232.631;234.482;236.333;238.184;240.035;241.886;243.737;245.588;247.439;249.290;251.141;252.992;254.843;256.694;258.545;260.396;262.247;264.098;265.949;267.800;269.651;271.502;273.353;275.204;277.055;278.906;280.757;282.608;284.459;286.310;288.161;290.012;291.863;293.714;295.565;297.416;299.267;301.118;302.969;304.820;306.671;308.522;310.373;312.224;314.075;315.926;317.777;319.628;321.479;323.330;325.181;327.032;328.883;330.734;332.585
Curve gains: [counts]
1366.800;1413.764;1410.383;1428.427;1433.064;1444.615;1457.531;1467.110;1470.783;1483.767;1488.712;1495.069;1506.098;1514.056;1521.010;1528.365;1531.359;1542.911;1542.450;1554.296;1555.387;1561.671;1562.026;1580.526;1572.751;1592.656;1592.916;1587.415;1604.840;1610.535;1612.916;1619.816;1622.509;1631.052;1638.623;1638.058;1646.948;1656.806;1652.903;1673.172;1666.003;1679.443;1690.350;1698.094;1698.163;1705.701;1714.324;1713.103;1723.398;1738.675;1746.629;1747.777;1758.675;1777.431;1774.304;1783.181;1788.814;1800.082;1807.432;1831.919;1836.503;1848.311;1856.809;1871.959;1886.798;1884.739;1907.659;1928.651;1930.563;1953.889;1973.299;1998.224;1996.640;2037.347;2042.653;2069.389;2097.554;2115.502;2150.565;2161.909;2208.702;2223.106;2269.372;2295.960;2347.188;2383.775;2433.048;2482.866;2537.645;2599.992;2669.422;2745.986;2843.156;2938.487;3064.179;3208.943;3382.455;3587.596;3905.339;4261.495;4721.610;5245.171;5430.471;5082.391;4027.714;2566.938;1292.499;476.249;124.225;25.297;5.424;4.044;3.300;3.173;3.384;3.043;3.020;2.035;3.309;3.453;2.666;3.011;2.384;3.152;2.484;3.068;2.068;1.334;1.584;2.336;1.906;2.029;2.479;2.242;2.137;1.416;1.493;1.865;2.173;1.386;1.100;1.170;1.016;3.879;1.212;3.394;2.980;1.166;1.688;1.218;0.723;1.443;1.195;0.647;0.879;2.963;1.342;2.264;1.896;1.073;0.344;1.210;1.858;1.742;1.805;1.483;1.726;0.336;1.028;1.326;1.063;1.597;1.606;0.000;0.189;0.764;0.000;1.529;2.204;0.846

Samples: 1
1242.333;1617.833;1311.167;1519.500;1600.667;1318.667;920.500;2029.500;1028.333;1605.667;1585.833;1468.000;1449.333;1608.667;1712.833;1455.000;1948.333;1230.500;1514.667;1625.000;1569.667;1732.167;1255.833;1784.167;1267.167;2047.167;1645.333;1385.333;1701.500;1424.333;1766.333;1832.167;1358.833;1794.000;1581.500;1610.333;1645.667;1840.167;986.000;2065.500;1859.833;1711.333;2171.000;1571.500;1668.333;1840.500;1684.333;941.333;1760.667;1878.333;1959.167;1521.667;1891.333;2173.500;1705.333;1705.833;1947.167;1740.000;1487.333;1845.000;2128.333;1941.667;1571.000;2085.667;1910.167;1406.333;1969.167;2210.667;1930.167;1694.000;2062.000;1992.500;1637.500;2754.000;2095.167;2029.833;2186.333;2089.333;2255.167;1503.833;2442.167;2204.333;2256.167;2191.667;2345.167;2358.333;2851.000;2662.333;2701.333;2408.167;3269.333;2648.000;2842.167;2936.333;3217.500;3209.833;3550.167;3418.000;4417.500;4384.333;4787.333;6673.167;5331.500;5411.333;3733.333;1330.000;1489.167;383.833;150.000;22.333;6.167;4.500;3.500;3.500;3.000;3.333;2.500;2.500;3.167;3.333;2.833;2.667;2.167;3.333;2.833;2.500;2.167;1.333;1.667;2.333;1.833;2.000;2.667;2.167;2.000;1.500;1.667;1.500;2.000;1.500;1.167;1.667;0.833;2.333;1.833;2.667;1.667;1.333;1.667;1.000;0.833;1.333;1.000;0.667;0.833;2.333;1.500;1.833;1.833;1.167;0.333;1.167;1.667;1.833;1.667;1.500;1.667;0.500;0.833;1.667;1.000;1.667;1.667;0.000;0.167;0.833;0.000;1.167;1.833;1.000
